Major,Course Name,Credits,Prerequisites,Category
Electrical Engineering BS,EENG 440 - Solid State Electronics,3,"PHYS 201, EENG 320 ",electives
Electrical Engineering BS,EENG 450 - Photonics,3,EENG 430 ,electives
Electrical Engineering BS,CENG 465 - Integrated Circuit Design I,3,CENG 330,electives
Electrical Engineering BS,CENG 466 - Integrated Circuit Design II,3,"CENG 330, CENG 465",electives
English BA,ENG 223 - Literature III (1800 CE-present),3,N/A,English core
English BA,ENG 222 - Literature II (1400-1800 CE),3,N/A,English core
English BA,ENG 221 - Literature I (antiquity to 1400 CE),3,N/A,English core
English BA,ENG 256 - Introduction to Literary Theory and Criticism,3,N/A,English core
English BA,ENG 270 - Foundations of Rhetorical Studies,3,N/A,English core
English BA,ENG 498A - Senior Seminar in Literature and Rhetoric,3,"senior standing, English major with literature, rhetoric and cultural studies area of study","literature, rhetoric and cultural studies core requirement"
English BA,ENG 398 - The Scholar’s Workshop,3,"ENG 256  and junior standing, consent of the instructor","literature, rhetoric and cultural studies core requirement"
English BA,ENG 271 - Introduction to Linguistics,3,N/A,diversity
English BA,ENG 302B - Disability and Creative Writing,3,none,diversity
English BA,ENG 302A - Representing Self/Others,3,N/A,diversity
English BA,ENG 302 - Writing About Diverse Cultures,3,N/A,diversity
English BA,ENG 224 - Introduction to Latinx Literature,3,N/A,diversity
English BA,ENG 321 - Topics in American Literature after 1870,3,N/A,diversity
English BA,ENG 321A - African American Literature 1880s-1940s,3,N/A,diversity
English BA,ENG 326 - Topics in American Literature,3,ENG 256 ,diversity
English BA,ENG 320A - Reinventing American Literature,3,ENG 256 ,diversity
English BA,ENG 321B - African American Literature Post-1950,3,N/A,diversity
English BA,ENG 339 - World Literature from 1900 to the Present,3,N/A,diversity
English BA,ENG 327 - Multicultural Literatures of the U.S.,3,ENG 256 ,diversity
English BA,ENG 345A - Gender in Victorian England,3,ENG 256 ,diversity
English BA,ENG 347 - Topics in Literary and Cultural Studies,3,N/A,diversity
English BA,"ENG 360 - War, Memory, and Literature",3,N/A,diversity
English BA,ENG 370 - Technical Writing,3,N/A,diversity
English BA,ENG 372 - Language and Ideology,3,N/A,diversity
English BA,ENG 373 - Rhetorical Criticism,3,N/A,diversity
English BA,ENG 380 - Latinx and Indigenous Rhetorics,3,N/A,diversity
English BA,ENG 409 - Literary Forum: John Fowles Center Contemporary Writers Core,3,ENG 204 ,diversity
English BA,ENG 424 - Topics in Latinx Literature,3,N/A,diversity
English BA,ENG 443A - Topics in Fiction: American Fiction of the 1920s,3,ENG 256 ,diversity
English BA,ENG 444 - Topics in Rhetoric,3,N/A,diversity
English BA,ENG 444A - Feminist Rhetorics,3,N/A,diversity
English BA,ENG 444B - Copyright/Copyleft: Sampling/Plagiarism/Appropriation/Reinvention?,3,N/A,diversity
English BA,ENG 444C - Queer Rhetorics,3,N/A,diversity
English BA,ENG 444D - Posthuman Rhetorics,3,N/A,diversity
English BA,ENG 444E - Technical Communication and Social Justice,3,N/A,diversity
English BA,ENG 444F - Pedagogies of Freedom: Paulo Freire and bell hooks,3,N/A,diversity
English BA,ENG 444G - Seminar on Foucault,3,N/A,diversity
English BA,ENG 447C - The Harlem Renaissance,3,ENG 256 ,diversity
English BA,ENG 449 - Literature in Translation,3,written inquiry,diversity
English BA,"ENG 472 - Film, Gender, Sexuality",3,N/A,diversity
English BA,ENG 320A - Reinventing American Literature,3,ENG 256 ,literature written before 1850
English BA,ENG 340 - The Bible as Literature: The Hebrew Scriptures,3,N/A,literature written before 1850
English BA,ENG 344 - Topics in British Literature before 1850,3,ENG 256 ,literature written before 1850
English BA,ENG 341 - The Bible as Literature: The Christian Scriptures,3,N/A,literature written before 1850
English BA,ENG 320 - Topics in American Literature before 1870,3,ENG 256 ,literature written before 1850
English BA,ENG 344A - The English Gothic Novel,3,ENG 256 ,literature written before 1850
English BA,ENG 344C - Revenge Narratives,3,ENG 256 ,literature written before 1850
English BA,ENG 344B - The English Epic,3,ENG 256 ,literature written before 1850
English BA,ENG 355 - Theater in England,3,N/A,literature written before 1850
English BA,ENG 430 - Shakespeare’s Comedies and Histories,3,"ENG 256, HIST 308, TH 322 ",literature written before 1850
English BA,ENG 445A - Flipping Jane Austen,3,ENG 256,literature written before 1850
English BA,ENG 432 - Shakespeare’s Tragedies and Romances,3,"ENG 256, HIST 308, TH 322 ",literature written before 1850
English BA,ENG 321A - African American Literature 1880s-1940s,3,N/A,literature written after 1850
English BA,ENG 272 - Reading Cinema,3,N/A,literature written after 1850
English BA,ENG 321 - Topics in American Literature after 1870,3,N/A,literature written after 1850
English BA,ENG 271 - Introduction to Linguistics,3,N/A,literature written after 1850
English BA,ENG 224 - Introduction to Latinx Literature,3,N/A,literature written after 1850
English BA,ENG 321B - African American Literature Post-1950,3,N/A,literature written after 1850
English BA,ENG 327 - Multicultural Literatures of the U.S.,3,ENG 256 ,literature written after 1850
English BA,ENG 326 - Topics in American Literature,3,ENG 256 ,literature written after 1850
English BA,ENG 339 - World Literature from 1900 to the Present,3,N/A,literature written after 1850
English BA,ENG 337 - Topics in British Literature,3,ENG 256 ,literature written after 1850
English BA,ENG 345 - Topics in British Literature after 1850,3,"ENG 256, HIST 313 ",literature written after 1850
English BA,ENG 345A - Gender in Victorian England,3,ENG 256 ,literature written after 1850
English BA,ENG 347 - Topics in Literary and Cultural Studies,3,N/A,literature written after 1850
English BA,ENG 380 - Latinx and Indigenous Rhetorics,3,N/A,literature written after 1850
English BA,ENG 347A - Cognition and the Novel,3,N/A,literature written after 1850
English BA,ENG 409 - Literary Forum: John Fowles Center Contemporary Writers Core,3,ENG 204 ,literature written after 1850
English BA,ENG 443A - Topics in Fiction: American Fiction of the 1920s,3,ENG 256 ,literature written after 1850
English BA,ENG 407 - Literary Forum: Tabula Poetica Poetry Reading Series,3,ENG 204 ,literature written after 1850
English BA,ENG 444A - Feminist Rhetorics,3,N/A,literature written after 1850
English BA,ENG 444 - Topics in Rhetoric,3,N/A,literature written after 1850
English BA,ENG 444C - Queer Rhetorics,3,N/A,literature written after 1850
English BA,ENG 444B - Copyright/Copyleft: Sampling/Plagiarism/Appropriation/Reinvention?,3,N/A,literature written after 1850
English BA,ENG 444D - Posthuman Rhetorics,3,N/A,literature written after 1850
English BA,ENG 444E - Technical Communication and Social Justice,3,N/A,literature written after 1850
English BA,ENG 444F - Pedagogies of Freedom: Paulo Freire and bell hooks,3,N/A,literature written after 1850
English BA,ENG 444G - Seminar on Foucault,3,N/A,literature written after 1850
English BA,ENG 445B - Henry James and Edith Wharton,3,ENG 256 ,literature written after 1850
English BA,"ENG 472 - Film, Gender, Sexuality",3,N/A,literature written after 1850
English BA,ENG 205 - Research-Based Writing,3,N/A,additional electives
English BA,ENG 208A - Writing the Self on Catalina Island,3,N/A,additional electives
English BA,ENG 206 - Critical Literacies and Community Writing,3,N/A,additional electives
English BA,ENG 208 - Composing the Self,3,N/A,additional electives
English BA,ENG 204 - Introduction to Creative Writing,3,N/A,additional electives
English BA,ENG 224 - Introduction to Latinx Literature,3,N/A,additional electives
English BA,ENG 250 - Introduction to Fiction,3,N/A,additional electives
English BA,ENG 252 - Introduction to Poetry,3,N/A,additional electives
English BA,ENG 271 - Introduction to Linguistics,3,N/A,additional electives
English BA,ENG 272 - Reading Cinema,3,N/A,additional electives
English BA,ENG 290 - Internship,½-3,consent of instructor,additional electives
English BA,ENG 291 - Student-Faculty Research/Creative Activity,1-3,consent of instructor,additional electives
English BA,ENG 299 - Individual Study,1-3,"freshman, sophomore standing only and consent of instructor",additional electives
English BA,ENG 302 - Writing About Diverse Cultures,3,N/A,additional electives
English BA,ENG 302A - Representing Self/Others,3,N/A,additional electives
English BA,ENG 302B - Disability and Creative Writing,3,none,additional electives
English BA,ENG 305 - Business Writing,3,N/A,additional electives
English BA,ENG 311 - Podcasting: The Art of Storytelling,3,N/A,additional electives
English BA,ENG 320 - Topics in American Literature before 1870,3,ENG 256 ,additional electives
English BA,ENG 320A - Reinventing American Literature,3,ENG 256 ,additional electives
English BA,ENG 321 - Topics in American Literature after 1870,3,N/A,additional electives
English BA,ENG 321A - African American Literature 1880s-1940s,3,N/A,additional electives
English BA,ENG 321B - African American Literature Post-1950,3,N/A,additional electives
English BA,ENG 326 - Topics in American Literature,3,ENG 256 ,additional electives
English BA,ENG 327 - Multicultural Literatures of the U.S.,3,ENG 256 ,additional electives
English BA,ENG 329 - Experimental Course,3,N/A,additional electives
English BA,ENG 337 - Topics in British Literature,3,ENG 256 ,additional electives
English BA,ENG 339 - World Literature from 1900 to the Present,3,N/A,additional electives
English BA,ENG 340 - The Bible as Literature: The Hebrew Scriptures,3,N/A,additional electives
English BA,ENG 341 - The Bible as Literature: The Christian Scriptures,3,N/A,additional electives
English BA,ENG 344 - Topics in British Literature before 1850,3,ENG 256 ,additional electives
English BA,ENG 344A - The English Gothic Novel,3,ENG 256 ,additional electives
English BA,ENG 344B - The English Epic,3,ENG 256 ,additional electives
English BA,ENG 344C - Revenge Narratives,3,ENG 256 ,additional electives
English BA,ENG 345 - Topics in British Literature after 1850,3,"ENG 256, HIST 313 ",additional electives
English BA,ENG 345A - Gender in Victorian England,3,ENG 256 ,additional electives
English BA,ENG 346 - Special Studies in Literature,3,N/A,additional electives
English BA,ENG 347 - Topics in Literary and Cultural Studies,3,N/A,additional electives
English BA,ENG 347A - Cognition and the Novel,3,N/A,additional electives
English BA,ENG 357 - Topics in Humanomics,3,N/A,additional electives
English BA,"ENG 360 - War, Memory, and Literature",3,N/A,additional electives
English BA,ENG 370 - Technical Writing,3,N/A,additional electives
English BA,ENG 371 - Discourse Analysis,3,N/A,additional electives
English BA,ENG 372 - Language and Ideology,3,N/A,additional electives
English BA,ENG 373 - Rhetorical Criticism,3,N/A,additional electives
English BA,ENG 374 - Environmental Rhetoric,3,N/A,additional electives
English BA,ENG 375 - Composing New Media,3,N/A,additional electives
English BA,ENG 380 - Latinx and Indigenous Rhetorics,3,N/A,additional electives
English BA,ENG 399 - Independent Study and Research,1-6,"written inquiry, consent of instructor",additional electives
English BA,ENG 421 - Humanities Computing,3,N/A,additional electives
English BA,ENG 424 - Topics in Latinx Literature,3,N/A,additional electives
English BA,ENG 429 - Experimental Course,3,N/A,additional electives
English BA,ENG 432 - Shakespeare’s Tragedies and Romances,3,"ENG 256, HIST 308, TH 322 ",additional electives
English BA,ENG 430 - Shakespeare’s Comedies and Histories,3,"ENG 256, HIST 308, TH 322 ",additional electives
English BA,ENG 441 - Topics in Drama,3,ENG 256 ,additional electives
English BA,ENG 443 - Topics in Fiction,3,ENG 256 ,additional electives
English BA,ENG 443A - Topics in Fiction: American Fiction of the 1920s,3,ENG 256 ,additional electives
English BA,ENG 444 - Topics in Rhetoric,3,N/A,additional electives
English BA,ENG 444A - Feminist Rhetorics,3,N/A,additional electives
English BA,ENG 444B - Copyright/Copyleft: Sampling/Plagiarism/Appropriation/Reinvention?,3,N/A,additional electives
English BA,ENG 444C - Queer Rhetorics,3,N/A,additional electives
English BA,ENG 444D - Posthuman Rhetorics,3,N/A,additional electives
English BA,ENG 444F - Pedagogies of Freedom: Paulo Freire and bell hooks,3,N/A,additional electives
English BA,ENG 444E - Technical Communication and Social Justice,3,N/A,additional electives
English BA,ENG 444G - Seminar on Foucault,3,N/A,additional electives
English BA,ENG 445 - Major Author(s),3,ENG 256 ,additional electives
English BA,ENG 445A - Flipping Jane Austen,3,ENG 256,additional electives
English BA,ENG 447 - Advanced Topics in Literary and Cultural Studies,3,ENG 256 ,additional electives
English BA,ENG 445B - Henry James and Edith Wharton,3,ENG 256 ,additional electives
English BA,ENG 447A - Banned Books,3,ENG 256 ,additional electives
English BA,ENG 447C - The Harlem Renaissance,3,ENG 256 ,additional electives
English BA,ENG 449 - Literature in Translation,3,written inquiry,additional electives
